utr_id	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr5p8	utr5p7m8	utr5p7A1	utr5p6	utr5po6	utr5p6A1	orf8	orf7m8	orf7A1	orf6	orfo6	orf6A1	utr8C	utr8G	utr8T	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1	utr5
FBgn0033924	-0.353	0.506	2427	0.49	151	0.357	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033925	0.244	0.585	843	0.337	83	0.483	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0033926	0.26	0.597	765	0.495	97	0.506	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0033928	0.163	0.562	582	0.457	116	0.25	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0033929	-0.225	0.526	1758	0.553	266	0.43	121	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0033934	0.607	0.554	837	0.453	161	0.425	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0033935	0.124	0.532	1710	0.293	82	0.472	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033945	-0.085	0.442	504	0.371	97	0.23	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033948	-0.476	0.484	1314	0.441	68	0.171	35	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
FBgn0033949	0.198	0.566	948	0.273	11	0.485	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033951	-0.242	0.529	675	0.326	86	0.214	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033961	0.396	0.602	342	0.348	69	0.348	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033971	0.023	0.552	1593	0.445	164	0.408	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033972	-0.04	0.562	1008	0.404	89	0.247	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033973	0.79	0.544	1791	0.422	83	0.335	200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0033980	0.298	0.466	1505	0.429	14	0.248	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033982	1.834	0.496	1557	0.482	303	0.426	2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
FBgn0033989	-0.121	0.513	1332	0.457	230	0.375	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033990	0.29	0.504	1023	0.345	84	0.358	123	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
FBgn0033994	-1.186	0.471	918	0.406	106	0.43	568	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
FBgn0033995	0.279	0.439	1368	0.341	170	0.314	242	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033996	0.136	0.491	1476	0.378	270	0.283	360	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033998	-0.208	0.518	3906	0.393	145	0.306	363	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034000	0.473	0.539	660	0.312	93	0.292	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034001	-0.021	0.525	501	0.358	53	0.3	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034002	0.152	0.501	1806	0.386	83	0.41	1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0034008	-0.689	0.49	1011	0.369	84	0.257	109	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034009	0.19	0.52	3297	0.384	151	0.315	763	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034010	-0.887	0.576	342	0.167	24	0.347	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034013	-0.156	0.577	3219	0.511	871	0.342	1145	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
FBgn0034025	0.13	0.564	1806	0.497	312	0.38	579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034027	-0.153	0.476	1131	0.286	91	0.439	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034029	0.233	0.497	1368	0.387	93	0.356	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034033	0.047	0.523	432	0.411	258	0.289	45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0034035	-0.05	0.542	1317	0.442	129	0.31	116	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034046	0.231	0.542	618	0.535	1042	0.364	2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034049	-0.21	0.539	3996	0.305	775	0.364	143	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034050	0.233	0.534	888	0.394	71	0.235	98	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034051	0.141	0.57	1131	0.361	108	0.335	567	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034054	-0.755	0.504	1368	0.321	78	0.385	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034057	-0.687	0.557	882	0.529	140	0.395	258	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034058	-0.272	0.548	726	0.427	103	0.299	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034059	0.066	0.53	525	0.429	161	0.38	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034060	0.015	0.53	4704	0.352	751	0.4	155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034061	0.612	0.541	495	0.44	100	0.311	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034062	0.098	0.522	1719	0.35	100	0.478	46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034063	0.493	0.521	1416	0.431	197	0.409	279	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034065	-0.129	0.55	891	0.286	70	0.45	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034066	-0.277	0.545	738	0.372	86	0.392	97	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034068	-0.046	0.531	2088	0.38	121	0.348	348	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034071	0.428	0.545	2883	0.486	146	0.408	1437	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
FBgn0034072	-0.236	0.533	3789	0.469	648	0.358	2096	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034081	0.348	0.515	612	0.365	181	0.309	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034083	-0.332	0.509	3759	0.466	1083	0.355	664	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1
FBgn0034084	0.202	0.539	1002	0.282	78	0.338	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034086	-0.371	0.51	762	0.306	134	0.357	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034087	-0.108	0.539	4347	0.463	339	0.348	1210	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0
FBgn0034091	-0.085	0.542	1041	0.412	490	0.318	968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034093	-0.121	0.515	1620	0.403	879	0.241	79	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034094	0.453	0.539	2145	0.444	142	0.356	90	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034098	-0.04	0.469	2241	0.338	77	0.325	231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034109	0.101	0.502	1554	0.333	96	0.261	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034110	-0.066	0.558	2559	0.405	121	0.366	153	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034113	0.261	0.499	3570	0.36	75	0.382	372	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034114	0.198	0.532	1959	0.349	146	0.312	288	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
FBgn0034117	0.177	0.526	1254	0.557	336	0.381	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034118	0.227	0.549	1185	0.363	204	0.317	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034126	0.276	0.474	702	0.304	69	0.392	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034138	-0.027	0.575	447	0.364	33	0.435	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034141	-0.283	0.571	1512	0.5	136	0.245	249	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034142	-0.203	0.538	1551	0.462	556	0.279	104	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034158	-1.088	0.516	2109	0.466	397	0.354	1121	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0034172	0.442	0.536	1050	0.343	102	0.284	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034175	0.805	0.502	1344	0.519	27	0.301	93	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034176	0.087	0.501	1356	0.304	79	0.357	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034177	0.265	0.484	1383	0.368	38	0.213	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034179	0.521	0.535	1074	0.4	310	0.319	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034180	0.453	0.525	3426	0.412	386	0.333	781	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FBgn0034181	-0.068	0.563	1680	0.462	333	0.377	740	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034184	0.052	0.539	2670	0.464	435	0.336	330	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0034186	-0.054	0.54	2607	0.286	28	0.323	613	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
FBgn0034191	-2.184	0.497	858	0.31	29	0.252	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034194	0.153	0.515	1527	0.423	149	0.386	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034198	0.199	0.481	597	0.443	79	0.29	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034199	0.551	0.496	357	0.489	47	0.347	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034200	0.272	0.521	1371	0.442	52	0.32	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034210	-0.069	0.511	1557	0.367	79	0.299	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034214	0.206	0.508	1659	0.389	90	0.364	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034215	0.668	0.527	1083	0.511	90	0.262	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034217	0.077	0.487	1005	0.273	128	0.164	55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034223	-1.027	0.551	2451	0.436	110	0.298	541	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0
FBgn0034225	0.128	0.539	1800	0.435	239	0.315	181	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034230	0.17	0.507	2130	0.514	521	0.302	341	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034231	0.349	0.544	588	0.325	77	0.262	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034232	-0.047	0.495	546	0.309	68	0.333	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034237	-0.153	0.532	2073	0.417	132	0.461	360	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0034242	0.237	0.527	750	0.429	515	0.292	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034243	-0.042	0.51	2025	0.352	128	0.287	80	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034245	-0.152	0.54	174	0.312	80	0.378	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034246	0.365	0.473	5169	0.364	99	0.288	416	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034248	0.312	0.55	249	0.306	111	0.464	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034249	0.082	0.535	3015	0.389	530	0.276	246	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
FBgn0034255	-0.068	0.518	255	0.471	51	0.215	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034258	-0.005	0.553	2733	0.437	174	0.348	368	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034259	-0.241	0.552	792	0.387	106	0.332	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034265	-0.271	0.525	1224	0.39	123	0.403	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034266	0.345	0.499	1257	0.417	24	0.523	1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0034269	-0.323	0.588	1635	0.519	208	0.362	897	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034270	0.403	0.524	1440	0.368	136	0.334	296	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034271	0.079	0.496	2901	0.474	78	0.315	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034277	0.243	0.515	1905	0.429	189	0.374	107	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034282	-0.15	0.459	1092	0.439	396	0.349	1032	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034299	0.253	0.486	636	0.355	166	0.395	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034304	-0.275	0.581	1758	0.34	103	0.407	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
FBgn0034307	0.001	0.537	1875	0.41	39	0.221	140	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034308	0.257	0.609	1830	0.495	309	0.379	1221	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034310	0.115	0.533	2007	0.348	69	0.2	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034312	-0.36	0.551	792	0.376	141	0.314	1124	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0034313	-0.255	0.557	2301	0.436	365	0.305	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0034314	-0.185	0.497	1308	0.4	105	0.364	140	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034315	-0.568	0.537	1395	0.43	100	0.302	106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
FBgn0034345	0.209	0.53	1110	0.507	353	0.368	774	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
FBgn0034346	-0.028	0.511	3234	0.393	308	0.308	52	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0034350	0.239	0.556	378	0.333	90	0.454	2065	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034351	0.065	0.526	1341	0.315	92	0.3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034354	0.348	0.56	678	0.415	65	0.315	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034360	-0.225	0.524	1083	0.216	37	0.283	46	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034361	-0.383	0.535	585	0.333	75	0.258	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034362	0.045	0.556	441	0.317	101	0.315	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034365	-0.169	0.505	966	0.438	251	0.268	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034366	-0.163	0.48	2055	0.4	85	0.267	255	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034368	0.003	0.514	1194	0.371	159	0.302	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034371	-0.815	0.584	933	0.402	358	0.342	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
FBgn0034372	0.158	0.527	1326	0.5	954	0.277	119	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034379	-0.284	0.511	1743	0.252	107	0.299	204	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0034380	0.403	0.501	2223	0.256	90	0.324	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034389	-0.273	0.528	2949	0.52	460	0.321	714	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
FBgn0034390	-0.262	0.599	975	0.461	154	0.392	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034392	-0.224	0.528	1494	0.504	141	0.314	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034398	0.018	0.515	561	0.398	113	0.337	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034399	-0.651	0.479	453	0.411	129	0.379	87	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034400	0.191	0.517	8052	0.476	143	0.372	274	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
FBgn0034401	-0.006	0.534	3069	0.394	109	0.347	225	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034402	-0.041	0.53	951	0.228	92	0.13	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034405	0.12	0.521	1392	0.347	395	0.295	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0034406	0.913	0.544	1407	0.487	152	0.118	17	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034407	-0.388	0.565	363	0.29	31	0.182	55	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034417	-0.372	0.527	2013	0.541	109	0.366	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034418	-0.146	0.545	1914	0.437	126	0.406	488	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0034419	-0.138	0.532	1236	0.426	408	0.367	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034420	0.138	0.562	2868	0.443	88	0.333	93	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034422	0.08	0.524	1077	0.339	62	0.313	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034425	-0.107	0.544	1905	0.408	179	0.356	205	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034430	0.049	0.547	804	0.404	99	0.265	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034432	-0.364	0.512	1884	0.442	52	0.311	338	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034433	-0.412	0.562	1173	0.372	113	0.309	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0034436	-0.009	0.501	2676	0.525	80	0.336	833	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034438	-0.067	0.482	2586	0.541	259	0.329	231	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034440	0.487	0.468	2646	0.393	28	0.315	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034442	-0.151	0.498	1608	0.358	53	0.281	57	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034443	-0.04	0.5	240	0.336	110	0.272	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034447	0.168	0.506	2043	0.481	185	0.286	357	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0034451	0.215	0.499	735	0.361	122	0.307	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034455	0.184	0.556	816	0.442	120	0.352	591	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0034488	0.336	0.578	1707	0.417	139	0.362	138	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034491	0.052	0.556	2646	0.45	200	0.373	767	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0
FBgn0034494	-0.219	0.535	1764	0.521	261	0.357	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034495	-0.457	0.554	1278	0.394	94	0.316	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034496	0.086	0.546	2442	0.312	93	0.405	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0034498	0.014	0.537	4350	0.413	303	0.363	521	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034500	0.033	0.532	1068	0.457	505	0.33	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034501	0.411	0.586	1572	0.46	787	0.312	796	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
FBgn0034503	-0.006	0.544	759	0.369	84	0.3	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034504	0.273	0.615	1824	0.43	789	0.365	359	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034521	0.142	0.537	1377	0.553	561	0.421	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034523	0.41	0.497	585	0.292	65	0.156	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034527	-0.398	0.524	1536	0.338	80	0.342	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034534	0.539	0.546	414	0.336	110	0.369	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034535	-0.099	0.593	516	0.495	95	0.397	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034537	0.139	0.555	1302	0.252	135	0.49	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034542	-0.697	0.537	2109	0.571	112	0.319	458	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034543	0.264	0.556	657	0.45	180	0.487	1058	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0034564	0.389	0.562	240	0.273	99	0.437	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
